DATE,DTB3
2018-07-01,1.9571428571428571
2018-08-01,2.0339130434782609
2018-09-01,2.1263157894736842
2018-10-01,2.2490909090909091
2018-11-01,2.3265000000000000
2018-12-01,2.3657894736842105
2019-01-01,2.3742857142857143
2019-02-01,2.3884210526315789
2019-03-01,2.4023809523809524
2019-04-01,2.3828571428571429
2019-05-01,2.3527272727272727
2019-06-01,2.1705000000000000
2019-07-01,2.0986363636363636
2019-08-01,1.9495454545454545
2019-09-01,1.8945000000000000
2019-10-01,1.6468181818181818
2019-11-01,1.5421052631578947
2019-12-01,1.5352380952380952
2020-01-01,1.5223809523809524
2020-02-01,1.5152631578947368
2020-03-01,0.28636363636363636364
2020-04-01,0.13809523809523809524
2020-05-01,0.12750000000000000000
2020-06-01,0.15954545454545454545
2020-07-01,0.12681818181818181818
2020-08-01,0.10428571428571428571
2020-09-01,0.10857142857142857143
2020-10-01,0.10047619047619047619
2020-11-01,0.09105263157894736842
2020-12-01,0.08727272727272727273
2021-01-01,0.08368421052631578947
2021-02-01,0.04263157894736842105
2021-03-01,0.03130434782608695652
2021-04-01,0.02090909090909090909
2021-05-01,0.01800000000000000000
2021-06-01,0.03590909090909090909
2021-07-01,0.05238095238095238095
2021-08-01,0.05454545454545454545
2021-09-01,0.04190476190476190476
2021-10-01,0.05200000000000000000
2021-11-01,0.05150000000000000000
2021-12-01,0.06000000000000000000
2022-01-01,0.14950000000000000000
2022-02-01,0.32578947368421052632
2022-03-01,0.44347826086956521739
2022-04-01,0.76300000000000000000
2022-05-01,0.98333333333333333333
2022-06-01,1.4947619047619048
2022-07-01,2.2325000000000000
2022-08-01,2.6308695652173913
2022-09-01,3.1266666666666667
2022-10-01,3.7170000000000000
2022-11-01,4.1515000000000000
2022-12-01,4.2523809523809524
2023-01-01,4.5375000000000000
2023-02-01,4.6547368421052632
2023-03-01,4.6917391304347826
2023-04-01,4.9245000000000000
2023-05-01,5.1354545454545455
2023-06-01,5.1580952380952381
2023-07-01,5.2540000000000000
2023-08-01,5.2965217391304348
2023-09-01,5.3195000000000000
2023-10-01,5.3352380952380952
2023-11-01,5.2700000000000000
2023-12-01,5.2415000000000000
2024-01-01,5.2247619047619048
2024-02-01,5.2385000000000000
2024-03-01,5.2390000000000000
2024-04-01,5.2413636363636364
2024-05-01,5.2527272727272727
2024-06-01,5.2442105263157895
2024-07-01,5.1995454545454545
